Id,Label,timeset,fonction,cluster,degree,weighted degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,stat_inf_class
aves_aa_4R_auth_0259,"klein, dietrich",,personne,,2,2,8,0.230727,0.246358,146.29165,4
aves_aa_4R_auth_0260,"müntzenberg, heinrich",,personne,,1,1,8,0.212683,0.226072,0,1
aves_aa_4R_auth_0261,"spete, johanns",,personne,3.0,15,15,6,0.289048,0.318598,53543.247946,8
aves_aa_4R_auth_0262,"schluch, im, johanns, schluch, im",,personne,1.0,6,6,6,0.260191,0.279803,5660.917995,2
aves_aa_4R_auth_0263,"nothalden, von, heinrich",,personne,,1,1,8,0.212683,0.226072,0,1
aves_aa_4R_auth_0264,"buchswiller, von, burkhart",,personne,,2,2,8,0.218783,0.23571,227.403861,1
aves_aa_4R_auth_0265,"schwob, johanns",,personne,,2,2,8,0.20997,0.229298,55.787384,1
aves_aa_4R_auth_0266,"lampertheim, von, johanns",,personne,,1,1,8,0.20119,0.218003,0,1
aves_aa_4R_auth_0267,"müntzenberg, johanns",,personne,,2,2,8,0.220324,0.23783,104.07028,1
aves_aa_4R_auth_0268,"dossenheim, von, hug",,personne,2.0,13,13,6,0.270311,0.301812,14674.667297,5
aves_aa_4R_auth_0269,"kacheler, sifrit",,personne,,2,2,8,0.227869,0.24396,164.48233,14
aves_aa_4R_auth_0270,"waldeck, konrat",,personne,,1,1,8,0.20119,0.218003,0,1
aves_aa_4R_auth_0271,"schnell, johanns",,personne,,1,1,8,0.20119,0.218003,0,1
aves_aa_4R_auth_0272,"risser, claus",,personne,,1,1,8,0.20119,0.218003,0,1
aves_aa_4R_auth_0273,"peter, johanns",,personne,,1,1,8,0.20119,0.218003,0,1
aves_aa_4R_auth_0274,"['', ''], diebolt",,personne,,2,2,8,0.20997,0.229298,55.787384,1
aves_aa_4R_auth_0275,"obrecht, johanns",,personne,,2,2,8,0.222677,0.240481,181.321903,4
aves_aa_4R_auth_0276,"voltz, claus, hagenau, von",,personne,,2,2,8,0.207325,0.22659,48.983514,1
aves_aa_4R_auth_0277,"gerbot, küntz",,personne,,2,2,8,0.22244,0.239895,135.634605,4
aves_aa_4R_auth_0278,"honau, von, claus",,personne,,1,1,8,0.19707,0.213105,0,1
aves_aa_4R_auth_0279,adam,,personne,,1,1,8,0.19707,0.213105,0,1
aves_aa_4R_auth_0280,"pfluger, heintz",,personne,,1,1,8,0.19707,0.213105,0,1
aves_aa_4R_auth_0281,"kilwart, johanns",,personne,,5,5,8,0.2403,0.262621,704.628474,1
aves_aa_4R_auth_0282,"würtzel, johanns",,personne,,4,4,8,0.245198,0.264483,718.590929,1
aves_aa_4R_auth_0283,"basel, von, diebolt",,personne,,6,6,8,0.241879,0.268097,1461.50482,1
aves_aa_4R_auth_0284,"hüter, johanns",,personne,,3,3,8,0.237562,0.256645,464.940704,1
aves_aa_4R_auth_0285,"kride, heintz",,personne,,1,1,8,0.19707,0.213105,0,1
aves_aa_4R_auth_0286,"krapp, johanns",,personne,,1,1,8,0.19707,0.213105,0,1
aves_aa_4R_auth_0287,"pfettisheim, johanns",,personne,,1,1,10,0.190295,0.208141,0,1
aves_aa_4R_auth_0288,"eckboltzheim, von, claus",,personne,,1,1,10,0.190295,0.208141,0,1
aves_aa_4R_auth_0289,"leistmann,",,personne,,1,1,10,0.190295,0.208141,0,1
aves_aa_4R_auth_0290,"lang, fritsch",,personne,,1,1,10,0.190295,0.208141,0,1
aves_aa_4R_auth_0291,"beildeck, adam",,personne,,2,2,8,0.211175,0.230821,164.50165,11
aves_aa_4R_auth_0292,"pfluger, oberlin",,personne,,1,1,10,0.190295,0.208141,0,1
aves_aa_4R_auth_0293,"stacheler, johanns",,personne,,6,6,8,0.245969,0.272126,2075.347899,14
aves_aa_4R_auth_0294,"götze, bechtolt",,personne,,3,3,8,0.222677,0.245025,353.145916,1
aves_aa_4R_auth_0295,"risser, konrat",,personne,,1,1,10,0.190295,0.208141,0,1
aves_aa_4R_auth_0296,"kutteltzheim, michel, der junge",,personne,,1,1,10,0.190295,0.208141,0,1
aves_aa_4R_auth_0297,"giger, johanns",,personne,,1,1,10,0.190295,0.208141,0,1
aves_aa_4R_auth_0298,"meiger, claus",,personne,,1,1,8,0.204012,0.219563,0,1
aves_aa_4R_auth_0299,"gerbot, johanns",,personne,,5,5,8,0.246843,0.26878,962.787316,14
aves_aa_4R_auth_0300,"bülle, johanns",,personne,,1,1,8,0.204012,0.219563,0,1
aves_aa_4R_auth_0301,"hugelin, sankt-martin",,personne,,1,1,8,0.204012,0.219563,0,1
aves_aa_4R_auth_0302,"stacheler, claus",,personne,,1,1,8,0.204012,0.219563,0,1
aves_aa_4R_auth_0303,"dreitzehn, diebolt",,personne,,1,1,8,0.204012,0.219563,0,1
aves_aa_4R_auth_0304,"brüchelin, johanns, klein",,personne,,2,2,8,0.233308,0.248596,152.279109,1
aves_aa_4R_auth_0305,"träger, oberlin",,personne,4.0,5,5,6,0.255933,0.273688,2927.414389,5
aves_aa_4R_auth_0306,"dürr, claus",,personne,,6,6,8,0.249501,0.273283,1366.139629,1
aves_aa_4R_auth_0307,"landolff, jacob",,personne,,1,1,8,0.206028,0.221762,0,11
aves_aa_4R_auth_0308,"scheubelin, johanns",,personne,,1,1,8,0.206028,0.221762,0,11
aves_aa_4R_auth_0309,"kalt, johanns",,personne,4.0,5,5,8,0.240855,0.261228,1035.916571,6
aves_aa_4R_auth_0310,"dentener, johanns",,personne,,1,1,8,0.206028,0.221762,0,11
aves_aa_4R_auth_0311,"trüchtersheim, von, ruhlemann",,personne,2.0,10,10,6,0.267079,0.29631,9389.197185,0
aves_aa_4R_auth_0312,"zoller, johanns",,personne,4.0,5,5,6,0.249402,0.269504,1982.766843,11
aves_aa_4R_auth_0313,"ettenheim, von, claus",,personne,,1,1,8,0.206028,0.221762,0,11
aves_aa_4R_auth_0314,"fritsch, werde, uff dem",,personne,2.0,10,10,6,0.272668,0.298601,9550.483979,12
aves_aa_4R_auth_0315,"üsenberg, heintz",,personne,4.0,4,4,8,0.242536,0.261972,2353.479079,11
aves_aa_4R_auth_0316,"stefan, heinrich",,personne,,3,3,8,0.237022,0.255271,332.327437,11
aves_aa_4R_auth_0317,"nüffer, behremann",,personne,0.0,2,2,8,0.220324,0.235978,201.636865,11
aves_aa_4R_auth_0318,"spete, claus",,personne,,1,1,8,0.206028,0.221762,0,11
aves_aa_4R_auth_0319,"bader, oswalt",,personne,,2,2,8,0.224677,0.241758,149.500494,11
aves_aa_4R_auth_0320,"schmerwer, andres",,personne,0.0,2,2,8,0.221494,0.236998,291.416763,11
aves_aa_4R_auth_0321,"lichtenberg, heinrich",,personne,,1,1,8,0.206028,0.221762,0,11
aves_aa_4R_auth_0322,"harrer, oberlin",,personne,,1,1,8,0.206028,0.221762,0,11
aves_aa_4R_auth_0323,"dettwiller, claus",,personne,,2,2,8,0.233221,0.24853,160.072479,11
aves_aa_4R_auth_0324,"mentzer, adam",,personne,,3,3,8,0.237291,0.255537,368.047915,11
aves_aa_4R_auth_0325,"klige, johanns",,personne,4.0,4,4,6,0.251205,0.267226,1185.818659,11
aves_aa_4R_auth_0326,bechtolt,,personne,,4,4,8,0.244527,0.264957,723.987753,1
aves_aa_4R_auth_0327,"duntzenheim, claus",,personne,4.0,8,8,6,0.265155,0.289448,5376.261545,0
aves_aa_4R_auth_0328,"eckboltzheim, von, johanns",,personne,,3,3,8,0.23141,0.252382,234.071554,1
aves_aa_4R_auth_0329,"welsch, lienhart",,personne,0.0,2,2,8,0.217792,0.23546,547.762101,1
aves_aa_4R_auth_0330,"phye, heintz",,personne,,1,1,8,0.210252,0.226004,0,1
aves_aa_4R_auth_0331,"bergheim, von, claus",,personne,,1,1,8,0.210252,0.226004,0,1
aves_aa_4R_auth_0332,"heide, küntz",,personne,4.0,5,5,6,0.256458,0.27538,4891.072676,4
aves_aa_4R_auth_0333,"gotzgans, johanns",,personne,,1,1,8,0.210252,0.226004,0,1
aves_aa_4R_auth_0334,"trachenfeils, lienhart, der junge",,personne,2.0,13,13,6,0.273622,0.305662,10934.846897,7
aves_aa_4R_auth_0335,"rheinstett, von, fritsch",,personne,4.0,3,3,7,0.24104,0.256279,1236.941643,5
aves_aa_4R_auth_0336,"konrat, münster, vor dem",,personne,,1,1,8,0.210252,0.226004,0,1
aves_aa_4R_auth_0337,"schultheiss, johanns, klein",,personne,,2,2,8,0.223873,0.242731,181.278012,9
aves_aa_4R_auth_0338,"kerling, jacob",,personne,,2,2,8,0.225975,0.24401,116.282308,1
aves_aa_4R_auth_0339,"sturmel, peter",,personne,,2,2,8,0.223074,0.240093,91.905947,1
aves_aa_4R_auth_0340,"breitthor, johanns",,personne,,2,2,8,0.234533,0.250197,180.798013,1
aves_aa_4R_auth_0341,"phye, reimbolt",,personne,4.0,5,5,6,0.245969,0.266387,2643.93848,4
aves_aa_4R_auth_0342,"hirtzfelder, heinrich",,personne,,1,1,8,0.208361,0.223943,0,1
aves_aa_4R_auth_0343,"kühn, johanns",,personne,,2,2,8,0.225894,0.242959,102.534879,4
aves_aa_4R_auth_0344,"missbach, peter",,personne,4.0,5,5,6,0.2504,0.269091,4463.08134,2
aves_aa_4R_auth_0345,marx,,personne,,1,1,8,0.208361,0.223943,0,1
aves_aa_4R_auth_0346,"wissemburg, johanns",,personne,,3,3,8,0.233048,0.252172,207.378159,1
aves_aa_4R_auth_0347,"kint, heintz",,personne,,1,1,8,0.208361,0.223943,0,1
aves_aa_4R_auth_0348,"linzer, claus",,personne,3.0,14,14,6,0.285226,0.316307,24790.03958,8
aves_aa_4R_auth_0349,"armbruster, konrat, pfennigturm, vor dem, der junge",,personne,2.0,15,15,6,0.278371,0.313429,19164.191143,0
aves_aa_4R_auth_0350,"rosemberg, küntz",,personne,4.0,3,3,8,0.237111,0.253979,943.512108,1
aves_aa_4R_auth_0351,"monschein, johanns",,personne,4.0,4,4,8,0.243101,0.261666,1102.58661,11
aves_aa_4R_auth_0352,"schalk, obrecht",,personne,3.0,19,19,6,0.285096,0.322662,27357.104822,13
aves_aa_4R_auth_0353,"hellen, zur, claus",,personne,4.0,5,5,6,0.253959,0.272395,2790.219675,9
aves_aa_4R_auth_0354,"scheubelin, johanns",,personne,,1,1,8,0.228118,0.240363,0,1
aves_aa_4R_auth_0355,"grünwalt, jacob",,personne,,1,1,8,0.228118,0.240363,0,1
aves_aa_4R_auth_0356,"neuwiller, johanns",,personne,,1,1,8,0.228118,0.240363,0,1
aves_aa_4R_auth_0357,"armbruster, johanns",,personne,,1,1,8,0.228118,0.240363,0,1
aves_aa_4R_auth_0358,"kesselring, johanns",,personne,4.0,4,4,8,0.24539,0.263364,740.38249,1
aves_aa_4R_auth_0359,"giger, johanns",,personne,,1,1,8,0.228118,0.240363,0,1
aves_aa_4R_auth_0360,"lumbart, johanns, der junge",,personne,1.0,10,10,6,0.275794,0.302465,24527.160011,4
aves_aa_4R_auth_0361,"riffe, adam",,personne,2.0,12,12,6,0.269845,0.300533,8902.434699,3
aves_aa_4R_auth_0362,"bischoff, johanns",,personne,,1,1,8,0.217263,0.231302,0,4
aves_aa_4R_auth_0363,"siffermann,",,personne,,1,1,8,0.217263,0.231302,0,4
aves_aa_4R_auth_0364,"rotgebe, jacob",,personne,1.0,7,7,6,0.261278,0.284359,3985.592095,11
aves_aa_4R_auth_0365,"ammelung, johanns",,personne,4.0,5,5,6,0.248906,0.269198,2119.370958,4
aves_aa_4R_auth_0366,"hellen, zur, johanns",,personne,,3,3,8,0.235682,0.254689,208.805015,4
aves_aa_4R_auth_0367,"egen, claus",,personne,,1,1,8,0.217263,0.231302,0,4
aves_aa_4R_auth_0368,"büttener, claus",,personne,,2,2,8,0.233483,0.249085,59.980106,4
aves_aa_4R_auth_0369,"rohrer, peter",,personne,0.0,3,3,8,0.221259,0.238296,538.471378,2
aves_aa_4R_auth_0370,"messer, johanns",,personne,,1,1,8,0.217263,0.231302,0,4
aves_aa_4R_auth_0371,"hochfelden, von, walther",,personne,,1,1,8,0.217263,0.231302,0,4
aves_aa_4R_auth_0372,"voltz, küntz",,personne,,1,1,8,0.217263,0.231302,0,4
aves_aa_4R_auth_0373,gebhart,,personne,4.0,4,4,8,0.234709,0.252363,978.293697,4
aves_aa_4R_auth_0374,"ruhlmann, claus",,personne,,1,1,8,0.215541,0.22977,0,1
aves_aa_4R_auth_0375,"wingersheim, dielmann",,personne,,3,3,8,0.236038,0.253455,132.847351,1
aves_aa_4R_auth_0376,michel,,personne,,2,2,8,0.228869,0.244889,48.610132,1
aves_aa_4R_auth_0377,"volmar, fritsch",,personne,4.0,5,5,8,0.241506,0.261173,2265.130682,9
aves_aa_4R_auth_0378,"reimbolt, reimbolt, judengasse, in",,personne,,5,5,6,0.25365,0.274074,1435.834712,1
aves_aa_4R_auth_0379,"müsinger, johanns",,personne,,2,2,8,0.233919,0.249405,45.358065,1
aves_aa_4R_auth_0380,"messerer, johanns, der junge",,personne,,2,2,8,0.229121,0.24577,55.250812,1
aves_aa_4R_auth_0381,"villinger, bertsch",,personne,,2,2,8,0.229121,0.24577,55.250812,1
aves_aa_4R_auth_0382,"peter, gerichte, bei dem",,personne,,1,1,8,0.215541,0.22977,0,1
aves_aa_4R_auth_0383,"voltz, peter",,personne,0.0,3,3,8,0.224757,0.241636,555.456783,14
aves_aa_4R_auth_0384,"berse, von, johanns",,personne,1.0,8,8,6,0.265155,0.287144,5483.779858,6
aves_aa_4R_auth_0385,"wangen, von, johanns",,personne,,1,1,8,0.211175,0.225192,0,1
aves_aa_4R_auth_0386,"kücheler, bartholomeus",,personne,,3,3,8,0.241692,0.258954,368.896926,1
aves_aa_4R_auth_0387,"messner, andres",,personne,4.0,4,4,8,0.232961,0.251044,1003.569835,5
aves_aa_4R_auth_0388,"meiger, johanns",,personne,,4,4,8,0.238649,0.259949,401.078866,1
aves_aa_4R_auth_0389,"regisheim, claus",,personne,,1,1,8,0.211175,0.225192,0,1
aves_aa_4R_auth_0390,"hüter, marx",,personne,,2,2,8,0.225243,0.241945,63.473086,1
aves_aa_4R_auth_0391,"grünwalt, walther",,personne,,1,1,8,0.211175,0.225192,0,1
aves_aa_4R_auth_0392,"schindeler, küntz",,personne,,3,3,8,0.238195,0.255317,218.525261,1
aves_aa_4R_auth_0393,"herde, von, andres",,personne,,2,2,8,0.235239,0.250134,101.44876,1
aves_aa_4R_auth_0394,"bergheim, von, hug",,personne,,1,1,8,0.211175,0.225192,0,1
aves_aa_4R_auth_0395,"altheim, küntz",,personne,,2,2,8,0.230982,0.247167,73.080527,1
aves_aa_4R_auth_0396,"müller, thoman",,personne,,1,1,8,0.211175,0.225192,0,1
aves_aa_4R_auth_0397,"happmacher, jacob",,personne,,1,1,8,0.212538,0.228182,0,9
aves_aa_4R_auth_0398,"leimer, heinrich",,personne,0.0,2,2,8,0.217037,0.234396,427.694439,9
aves_aa_4R_auth_0399,"lahr, von, johanns",,personne,4.0,3,3,8,0.238467,0.254477,495.562529,9
aves_aa_4R_auth_0400,"dreitzehn, reimbolt",,personne,,1,1,8,0.212538,0.228182,0,9
aves_aa_4R_auth_0401,"morsmünster, von, claus",,personne,,1,1,8,0.212538,0.228182,0,9
aves_aa_4R_auth_0402,"gerlach,",,personne,,1,1,8,0.212538,0.228182,0,9
aves_aa_4R_auth_0403,"diener, claus",,personne,,1,1,8,0.212538,0.228182,0,9
aves_aa_4R_auth_0404,"dusche, fritsch",,personne,,1,1,8,0.212538,0.228182,0,9
aves_aa_4R_auth_0405,"bernhart, kurbengasse, in",,personne,,2,2,8,0.227372,0.244711,104.852865,9
aves_aa_4R_auth_0406,"hühnerer, küntz",,personne,,1,1,8,0.212538,0.228182,0,9
aves_aa_4R_auth_0407,"henneckin, johanns",,personne,0.0,3,3,8,0.222677,0.238564,499.252585,8
aves_aa_4R_auth_0408,"schertzheim, jerge",,personne,0.0,4,4,8,0.237833,0.255817,1334.685278,11
aves_aa_4R_auth_0409,"messner, wernher",,personne,,1,1,8,0.212538,0.228182,0,9
aves_aa_4R_auth_0410,"ricker, claus",,personne,,2,2,8,0.222677,0.241545,86.728487,9
aves_aa_4R_auth_0411,"dreitzehn, jerge",,personne,0.0,2,2,6,0.230472,0.244418,528.62428,9
aves_aa_4R_auth_0412,"weipolt, johanns",,personne,1.0,8,8,6,0.257302,0.281402,4696.204658,9
aves_aa_4R_auth_0413,"mentz, von, küntz, duchscherer",,personne,4.0,7,7,6,0.258258,0.279736,3978.571431,4
aves_aa_4R_auth_0414,"seltz, von, johanns",,personne,,1,1,8,0.220713,0.233915,0,14
aves_aa_4R_auth_0415,"berse, von, lexius",,personne,,1,1,8,0.220713,0.233915,0,14
aves_aa_4R_auth_0416,"meiger, heinrich",,personne,,2,2,8,0.230387,0.245958,46.995675,14
aves_aa_4R_auth_0417,"ludemann, claus",,personne,,2,2,6,0.241879,0.255502,142.869052,14
aves_aa_4R_auth_0418,"bleiweger, diebolt",,personne,,5,5,8,0.24694,0.26796,627.324825,14
aves_aa_4R_auth_0419,"sifrit, werde, uff dem",,personne,,1,1,8,0.220713,0.233915,0,14
aves_aa_4R_auth_0420,"brant, lauwel",,personne,,1,1,8,0.220713,0.233915,0,14
aves_aa_4R_auth_0421,"rohrer, marx",,personne,4.0,10,10,6,0.260842,0.289542,7273.450349,2
aves_aa_4R_auth_0422,"koch, johanns, der alte",,personne,4.0,3,3,8,0.240023,0.256156,555.184866,14
aves_aa_4R_auth_0423,"haffener, sixt",,personne,0.0,2,2,8,0.226302,0.240829,306.584262,14
aves_aa_4R_auth_0424,"hettemann, johanns",,personne,2.0,11,11,6,0.26834,0.296123,6104.717282,5
aves_aa_4R_auth_0425,"kempf, claus",,personne,1.0,8,8,6,0.255933,0.280309,4234.153778,4
aves_aa_4R_auth_0426,"bitsch, johanns",,personne,0.0,2,2,8,0.225162,0.239533,225.256477,1
aves_aa_4R_auth_0427,"klein, johanns",,personne,4.0,7,7,6,0.259975,0.280096,3886.424749,6
aves_aa_4R_auth_0428,"windeck, heinrich",,personne,,1,1,8,0.216361,0.230673,0,1
aves_aa_4R_auth_0429,"desche, heinrich",,personne,,1,1,8,0.216361,0.230673,0,1
aves_aa_4R_auth_0430,"kiebel, johanns",,personne,,1,1,8,0.216361,0.230673,0,1
aves_aa_4R_auth_0431,"speich, andres",,personne,,1,1,8,0.216361,0.230673,0,1
aves_aa_4R_auth_0432,"pfaffe, claus",,personne,4.0,4,4,8,0.234797,0.253088,2085.022413,11
aves_aa_4R_auth_0433,"konrat, münster, vor dem",,personne,,1,1,8,0.216361,0.230673,0,1
aves_aa_4R_auth_0434,"binnting, walther",,personne,,1,1,8,0.216361,0.230673,0,1
aves_aa_4R_auth_0435,gabriel,,personne,,5,5,8,0.2499,0.270358,638.752238,1
aves_aa_4R_auth_0436,"meister, johanns",,personne,,2,2,8,0.230812,0.247455,43.096188,1
aves_aa_4R_auth_0437,"dahlheim, heinrich",,personne,,1,1,8,0.211032,0.226813,0,1
aves_aa_4R_auth_0438,"bergheim, von, johanns, der junge",,personne,0.0,2,2,8,0.220246,0.235531,476.29073,6
aves_aa_4R_auth_0439,"leutesheim, johanns",,personne,0.0,3,3,8,0.229879,0.246718,677.066469,4
aves_aa_4R_auth_0440,"wolff, johanns",,personne,0.0,3,3,8,0.217037,0.235677,523.418079,2
aves_aa_4R_auth_0441,"barpfennig, marx",,personne,0.0,3,3,8,0.227869,0.244506,495.291437,14
aves_aa_4R_auth_0442,"lamperter, johanns",,personne,,1,1,8,0.213627,0.229181,0,5
aves_aa_4R_auth_0443,"kücheler, claus",,personne,0.0,2,2,8,0.225894,0.240129,200.660408,0
aves_aa_4R_auth_0444,"rohr, von, claus",,personne,,2,2,8,0.225894,0.244561,75.0957,5
aves_aa_4R_auth_0445,"klaue, jacob",,personne,1.0,6,6,6,0.248807,0.271037,2355.950992,8
aves_aa_4R_auth_0446,"diebolt, peter",,personne,,1,1,8,0.213627,0.229181,0,5
aves_aa_4R_auth_0447,"schüffel, heintz, eber, zum",,personne,,1,1,8,0.213627,0.229181,0,5
aves_aa_4R_auth_0448,"girbaden, johanns",,personne,0.0,2,2,8,0.224596,0.23975,218.58111,14
aves_aa_4R_auth_0449,"lang, johanns",,personne,,1,1,8,0.213627,0.229181,0,5
aves_aa_4R_auth_0450,"paulus, johanns",,personne,1.0,7,7,6,0.256352,0.279949,2946.662926,5
aves_aa_4R_auth_0451,"kress, konrat",,personne,,1,1,8,0.213627,0.229181,0,5
aves_aa_4R_auth_0452,"bidermann, claus",,personne,1.0,4,4,7,0.246163,0.263677,3314.705827,9
aves_aa_4R_auth_0453,"winsticher, erhart",,personne,1.0,5,5,6,0.2503,0.269678,1624.271756,12
aves_aa_4R_auth_0454,"schlempe, heinrich",,personne,0.0,3,3,8,0.22971,0.246212,534.57854,14
aves_aa_4R_auth_0455,"sporer, jacob",,personne,4.0,3,3,8,0.234621,0.252436,471.341018,8
aves_aa_4R_auth_0456,"lang, claus",,personne,0.0,2,2,8,0.228285,0.24234,217.241458,0
aves_aa_4R_auth_0457,"wile, von, sifrit",,personne,,1,1,8,0.214948,0.23054,0,14
aves_aa_4R_auth_0458,"rippel, michel",,personne,4.0,3,3,8,0.228869,0.246949,507.273883,12
aves_aa_4R_auth_0459,"reimbolt, johanns",,personne,,2,2,8,0.238195,0.252945,100.102493,14
aves_aa_4R_auth_0460,"peter, johanns",,personne,4.0,4,4,6,0.243575,0.259885,2245.721812,8
aves_aa_4R_auth_0461,"siffermann, burkhart",,personne,4.0,3,3,8,0.234974,0.252568,495.101719,8
aves_aa_4R_auth_0462,"hebnagel, johanns",,personne,0.0,2,2,8,0.226548,0.241549,234.049539,14
aves_aa_4R_auth_0463,"haffener, jacob",,personne,0.0,2,2,8,0.222915,0.238721,317.69991,14
aves_aa_4R_auth_0464,"herbst, peter",,personne,4.0,5,5,8,0.245198,0.264456,2194.661987,9
aves_aa_4R_auth_0465,"fuchs, oberlin",,personne,,1,1,8,0.214948,0.23054,0,14
aves_aa_4R_auth_0466,"lampertheim, von, ulrich",,personne,4.0,4,4,6,0.244241,0.259859,1139.125615,4
aves_aa_4R_auth_0467,"dingsheim, johanns",,personne,1.0,4,4,6,0.244623,0.263016,871.53317,1
aves_aa_4R_auth_0468,"bösch, bechtolt",,personne,,1,1,8,0.227124,0.239703,0,3
aves_aa_4R_auth_0469,"altzheim, von, johanns",,personne,1.0,5,5,6,0.246746,0.266667,2490.921396,2
aves_aa_4R_auth_0470,"rohr, von, peter",,personne,1.0,4,4,6,0.2501,0.266147,3880.250158,1
aves_aa_4R_auth_0471,"michel, sankt-stefans plan, auf",,personne,0.0,3,3,8,0.230217,0.245618,565.646217,2
aves_aa_4R_auth_0472,"rhinau, johanns",,personne,,1,1,8,0.227124,0.239703,0,3
aves_aa_4R_auth_0473,"freund, claus",,personne,1.0,6,6,6,0.249701,0.270357,2785.354566,4
aves_aa_4R_auth_0474,"brechter, bechtolt",,personne,,1,1,8,0.220479,0.234706,0,14
aves_aa_4R_auth_0475,"leistmann, dietrich",,personne,0.0,3,3,6,0.239563,0.256235,864.995756,11
aves_aa_4R_auth_0476,götze,,personne,,1,1,8,0.220479,0.234706,0,14
aves_aa_4R_auth_0477,"hechde, johanns",,personne,4.0,8,8,6,0.252727,0.275913,6299.695127,11
aves_aa_4R_auth_0478,"duntzenheim, claus",,personne,4.0,4,4,8,0.237291,0.254597,950.834312,8
aves_aa_4R_auth_0479,"diebolt, johanns",,personne,0.0,4,4,6,0.23938,0.256821,1881.628751,11
aves_aa_4R_auth_0480,"hirtzfelder, johanns",,personne,4.0,4,4,6,0.24626,0.264628,891.48927,8
aves_aa_4R_auth_0481,"träger, johanns",,personne,1.0,4,4,6,0.246648,0.264748,998.33001,5
aves_aa_4R_auth_0482,"sturm, erhart",,personne,,1,1,8,0.220479,0.234706,0,14
aves_aa_4R_auth_0483,sigel,,personne,,1,1,8,0.220479,0.234706,0,14
aves_aa_4R_auth_0484,"herrenstein, johanns",,personne,,1,1,8,0.220479,0.234706,0,14
aves_aa_4R_auth_0485,"mommenheim, von, jacob",,personne,,1,1,8,0.220479,0.234706,0,14
aves_aa_4R_auth_0486,"wernher, steinstrasse, an der",,personne,1.0,4,4,6,0.244431,0.26287,660.082813,1
aves_aa_4R_auth_0487,"bösch, friedrich",,personne,0.0,2,2,8,0.221181,0.236608,283.859257,6
aves_aa_4R_auth_0488,"rippel, michel, der junge",,personne,3.0,13,13,6,0.265944,0.29972,8483.524893,12
aves_aa_4R_auth_0489,"johanns, hirtz, zum",,personne,,3,3,8,0.239655,0.256422,108.299412,5
aves_aa_4R_auth_0490,"schnabel, heinrich",,personne,0.0,3,3,8,0.223313,0.240378,648.000574,2
aves_aa_4R_auth_0491,"lamprecht, peter",,personne,0.0,3,3,8,0.224354,0.240163,657.180203,8
aves_aa_4R_auth_0492,"oberkirch, von, johanns",,personne,,1,1,8,0.220246,0.23397,0,3
aves_aa_4R_auth_0493,"trachenfeils, johanns",,personne,3.0,14,14,6,0.267765,0.301599,11714.09865,8
aves_aa_4R_auth_0494,"könig, claus",,personne,4.0,3,3,6,0.243291,0.258646,456.765493,14
aves_aa_4R_auth_0495,"seger, johanns",,personne,4.0,4,4,6,0.248313,0.265574,1193.859425,14
aves_aa_4R_auth_0496,"liebkint, oberlin",,personne,0.0,3,3,6,0.243955,0.259286,549.417531,5
aves_aa_4R_auth_0497,"ernoltzheim, von, claus",,personne,,1,1,8,0.220246,0.23397,0,3
aves_aa_4R_auth_0498,"böschwiller, claus",,personne,0.0,4,4,7,0.238014,0.256589,937.286335,14
aves_aa_4R_auth_0499,"ettenheim, von, mathis",,personne,0.0,2,2,8,0.225,0.24048,167.09903,8
aves_aa_4R_auth_0500,"meiger, heinrich",,personne,1.0,11,11,6,0.265042,0.294524,7460.351194,1
aves_aa_4R_auth_0501,"berner, frantz",,personne,0.0,3,3,8,0.230812,0.24773,551.438586,4
aves_aa_4R_auth_0502,"birbaum, heinrich",,personne,1.0,6,6,6,0.252421,0.273794,1640.716636,2
aves_aa_4R_auth_0503,"steinstrasse, an der, khurin, steinstrasse, an der",,personne,,2,2,8,0.234709,0.249782,56.711073,2
aves_aa_4R_auth_0504,"graff, anshelm",,personne,4.0,4,4,6,0.239655,0.256275,2027.265397,11
aves_aa_4R_auth_0505,"spiegel, johanns",,personne,3.0,9,9,6,0.262484,0.288889,3976.528666,7
aves_aa_4R_auth_0506,"brant, diebolt",,personne,3.0,9,9,6,0.264482,0.290314,5885.931594,12
aves_aa_4R_auth_0507,"gerbot, peter",,personne,4.0,3,3,6,0.247331,0.261857,584.554966,5
aves_aa_4R_auth_0508,"klein, johanns",,personne,,1,1,8,0.215764,0.23118,0,7
aves_aa_4R_auth_0509,"betscholt, wilhelm",,personne,3.0,12,12,6,0.262044,0.29162,5398.72056,6
aves_aa_4R_auth_0510,"baumgarter, erhart",,personne,1.0,5,5,6,0.242913,0.262177,2022.124536,5
aves_aa_4R_auth_0511,"zerig, sifrit",,personne,1.0,6,6,6,0.252932,0.275087,2709.749435,11
aves_aa_4R_auth_0512,"lahr, von, mathis",,personne,,1,1,8,0.228869,0.241541,0,5
aves_aa_4R_auth_0513,"ott, johanns",,personne,0.0,3,3,8,0.230897,0.24691,774.258298,2
aves_aa_4R_auth_0514,"stumpf, johanns",,personne,4.0,3,3,6,0.244241,0.25894,300.788162,1
aves_aa_4R_auth_0515,"fachmann, claus",,personne,0.0,3,3,8,0.232614,0.24747,638.503396,11
aves_aa_4R_auth_0516,"molsheim, von, johanns, der junge",,personne,0.0,4,4,8,0.236573,0.254691,1208.27987,2
aves_aa_4R_auth_0517,"klaumann, claus",,personne,,1,1,8,0.228869,0.241541,0,5
