Id,Label,timeset,fonction,cluster,degree,weighted degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,stat_inf_class
aves_aa_4R_auth_0518,"spielmann, johanns",,personne,3.0,10,10,6,0.260516,0.287903,8699.540139,5
aves_aa_4R_auth_0519,"schwencker, johanns",,personne,1.0,8,8,6,0.255724,0.278817,8783.019053,9
aves_aa_4R_auth_0520,"dürningen, von, sigel",,personne,4.0,6,6,6,0.251609,0.271743,1288.094249,6
aves_aa_4R_auth_0521,"klige, küntz",,personne,1.0,7,7,6,0.252319,0.274634,1321.807568,5
aves_aa_4R_auth_0522,"wormser, jacob",,personne,3.0,13,13,6,0.26538,0.297962,9078.981744,13
aves_aa_4R_auth_0523,"berse, von, konrat",,personne,0.0,3,3,8,0.226877,0.242428,165.882108,6
aves_aa_4R_auth_0524,"brettler, johanns",,personne,1.0,5,5,6,0.248708,0.268732,1137.458499,1
aves_aa_4R_auth_0525,"odratzheim, johanns",,personne,,2,2,8,0.228285,0.245332,116.074054,9
aves_aa_4R_auth_0526,"issenhausen, von, erhart",,personne,0.0,2,2,6,0.227703,0.24206,161.621413,0
aves_aa_4R_auth_0527,"zabern, von, sifrit",,personne,1.0,5,5,6,0.241226,0.262963,1439.9501,6
aves_aa_4R_auth_0528,"spirer, diebolt",,personne,1.0,4,4,6,0.237291,0.256954,1293.811168,9
aves_aa_4R_auth_0529,"freiburger, jacob",,personne,0.0,3,3,8,0.226057,0.242881,810.830844,2
aves_aa_4R_auth_0530,"hage, walther, kettener, zum",,personne,,1,1,8,0.22244,0.235993,0,3
aves_aa_4R_auth_0531,"kork, von, peter",,personne,3.0,9,9,6,0.258045,0.285478,6939.506032,14
aves_aa_4R_auth_0532,"schuttern, von, wilhelm",,personne,0.0,2,2,8,0.227372,0.242148,280.580871,14
aves_aa_4R_auth_0533,"gemersheim, von, johanns",,personne,,1,1,8,0.22244,0.235993,0,3
aves_aa_4R_auth_0534,"meistersheim, johanns",,personne,0.0,4,4,6,0.242442,0.25794,409.173362,6
aves_aa_4R_auth_0535,"wormser, völtz",,personne,1.0,6,6,6,0.244431,0.265761,1101.612972,6
aves_aa_4R_auth_0536,"walt, johanns",,personne,1.0,5,5,6,0.249701,0.268825,1711.432873,6
aves_aa_4R_auth_0537,"schmalriem, adolff",,personne,0.0,3,3,8,0.219705,0.238633,612.759623,2
aves_aa_4R_auth_0538,"hirt, johanns",,personne,0.0,4,4,6,0.238923,0.255502,1379.106164,8
aves_aa_4R_auth_0539,"brümath, von, peter",,personne,0.0,3,3,8,0.220791,0.239246,427.391774,2
aves_aa_4R_auth_0540,"sasbach, konrat",,personne,0.0,3,3,6,0.238923,0.255076,633.816892,5
aves_aa_4R_auth_0541,"hesse, johanns",,personne,,1,1,8,0.217565,0.232917,0,0
aves_aa_4R_auth_0542,"hügeler, bechtolt",,personne,0.0,4,4,8,0.233483,0.251921,881.053714,4
aves_aa_4R_auth_0543,"happmacher, andres",,personne,0.0,3,3,6,0.234709,0.250306,495.734922,14
aves_aa_4R_auth_0544,"haslach von, mathis",,personne,0.0,3,3,6,0.233135,0.247509,233.095172,6
aves_aa_4R_auth_0545,"holtzhauser, heintz",,personne,1.0,5,5,6,0.247233,0.26672,1178.019479,1
aves_aa_4R_auth_0546,"minner, johanns",,personne,1.0,6,6,6,0.247429,0.269531,1420.500622,0
aves_aa_4R_auth_0547,"lumbart, stefan",,personne,0.0,3,3,6,0.234621,0.251026,681.755218,4
aves_aa_4R_auth_0548,"wissensee, claus",,personne,3.0,10,10,6,0.259544,0.288822,6067.622641,9
aves_aa_4R_auth_0549,"melbrühe, johanns",,personne,3.0,12,12,6,0.257407,0.289182,4176.419598,1
aves_aa_4R_auth_0550,"andres, pfennigturm, vor dem",,personne,0.0,3,3,6,0.232355,0.247589,950.447595,2
aves_aa_4R_auth_0551,"seidenfaden, friedrich",,personne,1.0,6,6,6,0.253444,0.273954,3178.047908,13
aves_aa_4R_auth_0552,"claus, johanns",,personne,1.0,7,7,6,0.25171,0.273688,26474.231738,10
aves_aa_4R_auth_0553,"gottfriet, fritsch",,personne,0.0,4,4,6,0.240669,0.257461,1193.030079,9
aves_aa_4R_auth_0554,"baumgarter, claus",,personne,,15,15,6,0.26857,0.302931,40524.826922,10
aves_aa_4R_auth_0555,"weidemann, johanns",,personne,1.0,5,5,6,0.247821,0.267479,2216.69385,6
aves_aa_4R_auth_0556,"armbruster, johanns, brantgasse, in",,personne,0.0,3,3,6,0.240392,0.255436,546.908809,4
aves_aa_4R_auth_0557,"studel, johanns",,personne,1.0,5,5,6,0.245294,0.263736,3533.055962,11
aves_aa_4R_auth_0558,"schlettstadt, von, johanns",,personne,0.0,3,3,6,0.235327,0.250413,1248.658164,2
aves_aa_4R_auth_0559,"trachenfeils, diebolt",,personne,0.0,3,3,6,0.23938,0.255955,541.879072,8
aves_aa_4R_auth_0560,"barpfennig, rudolff",,personne,0.0,3,3,8,0.223792,0.241398,271.834547,14
aves_aa_4R_auth_0561,"reimbolt, diebolt",,personne,,9,9,6,0.254682,0.282547,3998.280962,7
aves_aa_4R_auth_0562,"bellheim, von, claus",,personne,0.0,2,2,8,0.222045,0.238248,219.493038,1
aves_aa_4R_auth_0563,"brettler, heinrich",,personne,,3,3,7,0.233048,0.251715,270.817361,12
aves_aa_4R_auth_0564,"kriegsheim, claus",,personne,0.0,2,2,8,0.223553,0.239173,106.204696,1
aves_aa_4R_auth_0565,"pfaffe, johanns",,personne,,1,1,8,0.217868,0.23212,0,7
aves_aa_4R_auth_0566,"wile, von, johanns",,personne,1.0,4,4,8,0.234533,0.256089,701.868587,14
aves_aa_4R_auth_0567,"molsheim, von, johanns",,personne,0.0,3,3,8,0.222519,0.239019,752.193455,9
aves_aa_4R_auth_0568,"förster, symont",,personne,3.0,10,10,6,0.251205,0.281575,3313.29285,8
aves_aa_4R_auth_0569,"sachsen, stefan",,personne,0.0,3,3,6,0.233048,0.249041,410.206248,14
aves_aa_4R_auth_0570,"dürr, walther",,personne,3.0,8,8,6,0.257619,0.281881,4156.782625,8
aves_aa_4R_auth_0571,"vendenheim, johanns, der alte",,personne,3.0,10,10,6,0.260191,0.288396,14968.795726,0
aves_aa_4R_auth_0572,"trüchtersheim, von, eberhart",,personne,0.0,3,3,8,0.230387,0.245045,582.426854,5
aves_aa_4R_auth_0573,"molsheim, von, michel",,personne,,6,6,6,0.248708,0.271023,2708.185189,13
aves_aa_4R_auth_0574,"spirer, johanns",,personne,1.0,5,5,6,0.242818,0.264695,1966.651102,9
aves_aa_4R_auth_0575,"griffe, heinrich",,personne,1.0,3,3,6,0.237833,0.254463,310.75305,1
aves_aa_4R_auth_0576,"lusche, claus",,personne,0.0,3,3,8,0.229289,0.244672,873.885347,11
aves_aa_4R_auth_0577,"wurtzgarten, johanns",,personne,0.0,3,3,8,0.230387,0.246111,575.964134,2
aves_aa_4R_auth_0578,"seiler, zum, johanns",,personne,,2,2,6,0.230812,0.246843,82.283452,9
aves_aa_4R_auth_0579,"bellheim, von, jacob",,personne,0.0,2,2,8,0.223712,0.238818,407.715835,9
aves_aa_4R_auth_0580,"schnabel, heinrich",,personne,,1,1,8,0.220791,0.234341,0,2
aves_aa_4R_auth_0581,"bisinger, heinrich",,personne,,3,3,7,0.231581,0.250727,223.014699,8
aves_aa_4R_auth_0582,"ganser, michel",,personne,0.0,3,3,7,0.22244,0.237991,399.785724,6
aves_aa_4R_auth_0583,"müseler, reimbolt",,personne,1.0,5,5,7,0.245583,0.265875,9270.822736,4
aves_aa_4R_auth_0584,"götze, johanns",,personne,0.0,2,2,8,0.227455,0.242535,1333.564811,11
aves_aa_4R_auth_0585,"ross, johanns",,personne,,8,8,6,0.251003,0.277525,3760.509333,2
aves_aa_4R_auth_0586,"mönchelin, bernhart",,personne,,1,1,8,0.220791,0.234341,0,2
aves_aa_4R_auth_0587,"thann, von, johanns",,personne,0.0,2,2,7,0.224194,0.239469,166.914796,14
aves_aa_4R_auth_0588,"klammann, oswalt",,personne,,1,1,8,0.220791,0.234341,0,2
aves_aa_4R_auth_0589,"rhein, zum, johanns",,personne,,1,1,8,0.220791,0.234341,0,2
aves_aa_4R_auth_0590,"kiebel, ulrich",,personne,1.0,4,4,7,0.231924,0.250354,962.829422,9
aves_aa_4R_auth_0591,"riffe, konrat",,personne,,11,11,7,0.242818,0.275561,9177.943424,10
aves_aa_4R_auth_0592,"erfurt, von, claus",,personne,0.0,2,2,7,0.224113,0.23953,467.094117,9
aves_aa_4R_auth_0593,"geispoltzheim, von, wilhelm",,personne,0.0,2,2,7,0.222519,0.237665,261.428979,12
aves_aa_4R_auth_0594,"zweibrücken, von, johanns",,personne,,1,1,7,0.218783,0.232776,0,7
aves_aa_4R_auth_0595,"ernst, martin",,personne,1.0,4,4,7,0.228451,0.24819,1835.348738,2
aves_aa_4R_auth_0596,"trense, johanns",,personne,,3,3,7,0.227289,0.246698,118.028168,9
aves_aa_4R_auth_0597,"sundheim, michel",,personne,0.0,3,3,7,0.227537,0.24324,1212.406466,11
aves_aa_4R_auth_0598,"hettemann, diebolt",,personne,,7,7,7,0.241226,0.269086,1814.554836,8
aves_aa_4R_auth_0599,"wormser, bernhart",,personne,,1,1,8,0.212755,0.226837,0,8
aves_aa_4R_auth_0600,"bruder, stoffelus",,personne,1.0,5,5,6,0.228618,0.249201,1867.880529,5
aves_aa_4R_auth_0601,"kacheler, friedrich",,personne,1.0,5,5,6,0.236752,0.256968,2780.988157,6
aves_aa_4R_auth_0602,"hüss, johanns",,personne,0.0,2,2,8,0.220014,0.235816,254.684015,11
aves_aa_4R_auth_0603,"doppeler, caspar",,personne,,1,1,8,0.212755,0.226837,0,8
aves_aa_4R_auth_0604,"bosterer, johanns",,personne,,2,2,7,0.221025,0.238352,74.346627,8
aves_aa_4R_auth_0605,"löwe, jacob",,personne,0.0,3,3,8,0.216961,0.234564,689.760779,2
aves_aa_4R_auth_0606,"schiltigheim, von, andres",,personne,,2,2,7,0.221025,0.238352,74.346627,8
aves_aa_4R_auth_0607,"dreitzehn, claus",,personne,,4,4,6,0.232355,0.253144,246.753172,8
aves_aa_4R_auth_0608,"hartung, johanns",,personne,,1,1,8,0.212755,0.226837,0,8
aves_aa_4R_auth_0609,"ersam, johanns",,personne,0.0,3,3,8,0.214286,0.230887,467.111721,8
aves_aa_4R_auth_0610,"marckoltzheim, von, johanns",,personne,,5,5,6,0.234182,0.25854,685.680049,9
aves_aa_4R_auth_0611,"waldener, jacob",,personne,,1,1,7,0.216961,0.230897,0,0
aves_aa_4R_auth_0612,"ackerfuss, claus",,personne,,1,1,7,0.216961,0.230897,0,0
aves_aa_4R_auth_0613,"hage, jacob",,personne,1.0,5,5,6,0.232787,0.255196,1134.03397,4
aves_aa_4R_auth_0614,"heiligenstein, von, anthenie",,personne,,4,4,7,0.226221,0.24815,208.370086,9
aves_aa_4R_auth_0615,"joham, konrat",,personne,,1,1,7,0.216961,0.230897,0,0
aves_aa_4R_auth_0616,"hertzog, johanns",,personne,,3,3,7,0.22663,0.245398,110.687938,12
aves_aa_4R_auth_0617,"ersam, johanns",,personne,,4,4,7,0.227455,0.248417,221.846832,12
aves_aa_4R_auth_0618,"ammeler, ebelin",,personne,,1,1,7,0.216961,0.230897,0,0
aves_aa_4R_auth_0619,"voltz, johanns",,personne,,6,6,7,0.238558,0.263344,1356.31646,10
aves_aa_4R_auth_0620,"nüger, claus",,personne,,1,1,7,0.207051,0.221088,0,8
aves_aa_4R_auth_0621,"kacheler, johanns",,personne,,7,7,7,0.236573,0.263104,1985.626799,8
aves_aa_4R_auth_0622,"holniet, johanns",,personne,,5,5,7,0.237291,0.261359,1409.973105,8
aves_aa_4R_auth_0623,"doppeler, johanns-jerge",,personne,,1,1,7,0.207051,0.221088,0,8
aves_aa_4R_auth_0624,"münster, heinrich",,personne,,1,1,7,0.207051,0.221088,0,8
aves_aa_4R_auth_0625,"wentscher, johanns",,personne,,1,1,7,0.207051,0.221088,0,8
aves_aa_4R_auth_0626,"berner, peter",,personne,0.0,3,3,7,0.21261,0.230281,738.121811,2
aves_aa_4R_auth_0627,"dossenheim, claus",,personne,,4,4,7,0.23201,0.253359,443.011083,8
aves_aa_4R_auth_0628,"bülher, johanns",,personne,,1,1,7,0.207051,0.221088,0,8
aves_aa_4R_auth_0629,"ostertag, völtz",,personne,,1,1,7,0.207051,0.221088,0,8
aves_aa_4R_auth_0630,"neuenburg, von der, johanns",,personne,0.0,2,2,7,0.215393,0.231346,182.485194,5
aves_aa_4R_auth_0631,"frank, johanns",,personne,0.0,2,2,8,0.216886,0.23275,169.668881,8
aves_aa_4R_auth_0632,"pfaffenheim, sifrit",,personne,,4,4,7,0.225324,0.247863,232.427175,6
aves_aa_4R_auth_0633,"bitsch, claus",,personne,,3,3,7,0.220635,0.240716,724.141519,10
aves_aa_4R_auth_0634,"barpfennig, rudolff",,personne,,1,1,8,0.205149,0.219328,0,9
aves_aa_4R_auth_0635,"messerschmit, johanns-erhart",,personne,,1,1,8,0.205149,0.219328,0,9
aves_aa_4R_auth_0636,"krosswiller, johanns",,personne,,3,3,7,0.225812,0.244766,237.489449,9
aves_aa_4R_auth_0637,"lohel, burkhart",,personne,,1,1,8,0.205149,0.219328,0,9
aves_aa_4R_auth_0638,"metziger, heinrich",,personne,,5,5,7,0.234797,0.258015,868.338564,9
aves_aa_4R_auth_0639,"wolff, jerge",,personne,0.0,3,3,8,0.214727,0.232078,470.54061,2
aves_aa_4R_auth_0640,"gengenbach, von, claus",,personne,,1,1,8,0.205149,0.219328,0,9
aves_aa_4R_auth_0641,"nordhausen, von, johanns",,personne,0.0,3,3,7,0.224919,0.241921,385.276558,14
aves_aa_4R_auth_0642,"berse, von, claus",,personne,,3,3,7,0.223873,0.24316,97.402703,12
aves_aa_4R_auth_0643,"vetter, jerge",,personne,,2,2,7,0.220557,0.237564,30.500425,8
aves_aa_4R_auth_0644,"beingewant, claus",,personne,,10,10,7,0.24405,0.275241,3152.467298,8
aves_aa_4R_auth_0645,"lahr, von, johanns",,personne,,1,1,7,0.216062,0.229877,0,8
aves_aa_4R_auth_0646,"lamb, bechtolt",,personne,0.0,3,3,6,0.225243,0.240914,1031.603084,11
aves_aa_4R_auth_0647,"scheubelin, peter",,personne,,3,3,7,0.228618,0.24713,120.349318,13
aves_aa_4R_auth_0648,"umb und umb, johanns",,personne,,7,7,7,0.233135,0.258547,1558.077252,10
aves_aa_4R_auth_0649,"recker, ulrich",,personne,,1,1,7,0.216062,0.229877,0,8
aves_aa_4R_auth_0650,"gemersheim, von, andres",,personne,1.0,5,5,7,0.226713,0.248129,1470.985231,9
aves_aa_4R_auth_0651,"keinne, bechtolt",,personne,,2,2,7,0.222519,0.239842,36.400297,8
aves_aa_4R_auth_0652,"stange, erhart",,personne,0.0,3,3,8,0.218706,0.23636,250.636842,14
aves_aa_4R_auth_0653,"diebolt, johanns",,personne,,1,1,8,0.208292,0.222459,0,13
aves_aa_4R_auth_0654,"barre, von, claus",,personne,0.0,2,2,8,0.219551,0.235108,157.422622,1
aves_aa_4R_auth_0655,"renner, claus",,personne,,3,3,7,0.231924,0.250354,310.024275,10
aves_aa_4R_auth_0656,"jungeling, heinrich",,personne,,1,1,8,0.208292,0.222459,0,13
aves_aa_4R_auth_0657,"reimbolt, oberlin",,personne,,1,1,8,0.208292,0.222459,0,13
aves_aa_4R_auth_0658,"vendenheim, claus",,personne,0.0,2,2,8,0.215839,0.231663,100.045403,1
aves_aa_4R_auth_0659,"sankt-arbogast, ulrich",,personne,,3,3,7,0.222915,0.242054,105.983722,12
aves_aa_4R_auth_0660,"herbst, claus",,personne,,7,7,7,0.235416,0.261465,1782.235183,10
aves_aa_4R_auth_0661,"arge, peter",,personne,1.0,5,5,7,0.230387,0.25212,1205.65152,14
aves_aa_4R_auth_0662,"burer, ulrich",,personne,,9,9,7,0.236932,0.265755,2994.902797,12
aves_aa_4R_auth_0663,"offenburg, götze",,personne,0.0,3,3,7,0.222756,0.238563,162.026827,6
aves_aa_4R_auth_0664,"wingersheim, stefan",,personne,,7,7,7,0.234974,0.260559,1180.916808,10
aves_aa_4R_auth_0665,"freiburger, jacob",,personne,,1,1,7,0.213554,0.227806,0,12
aves_aa_4R_auth_0666,"bösch, engelhart",,personne,,1,1,7,0.213554,0.227806,0,12
aves_aa_4R_auth_0667,"ammelung, jacob",,personne,0.0,3,3,7,0.224596,0.242693,562.21516,4
aves_aa_4R_auth_0668,"wolff, claus",,personne,,3,3,7,0.219937,0.23929,74.210149,12
aves_aa_4R_auth_0669,"fegersheim, johanns",,personne,0.0,3,3,7,0.218936,0.236493,1200.709046,2
aves_aa_4R_auth_0670,"wolff, friedrich",,personne,,6,6,7,0.233308,0.258542,1824.764452,13
aves_aa_4R_auth_0671,"brüchelin, johanns-diebolt",,personne,,3,3,7,0.222202,0.241129,72.592316,13
aves_aa_4R_auth_0672,"ernoltzheim, von, claus",,personne,0.0,2,2,7,0.220479,0.236352,225.053551,8
aves_aa_4R_auth_0673,"bergheim, von, johanns",,personne,0.0,3,3,7,0.217037,0.233975,443.505136,9
aves_aa_4R_auth_0674,"betscholt, friedrich",,personne,,2,2,7,0.21517,0.231889,14.137753,8
aves_aa_4R_auth_0675,"rippel, michel",,personne,,1,1,7,0.210323,0.224316,0,8
aves_aa_4R_auth_0676,"vogt, walther",,personne,,6,6,7,0.233919,0.258361,839.536999,8
aves_aa_4R_auth_0677,"schultheiss, claus, wein-und-brot",,personne,,2,2,7,0.21517,0.231889,14.137753,8
aves_aa_4R_auth_0678,"graff, johanns",,personne,,1,1,7,0.210323,0.224316,0,8
aves_aa_4R_auth_0679,"worms, von, claus",,personne,,2,2,7,0.21517,0.231889,14.137753,8
aves_aa_4R_auth_0680,"dürningen, von, wernher",,personne,,2,2,7,0.21517,0.231889,14.137753,8
aves_aa_4R_auth_0681,"steinhart, johanns",,personne,,5,5,7,0.234974,0.258015,521.729289,8
aves_aa_4R_auth_0682,"desche, johanns-heinrich",,personne,,2,2,7,0.214066,0.230503,10.505171,6
aves_aa_4R_auth_0683,"rippel, bernhart",,personne,,1,1,8,0.203349,0.218028,0,8
aves_aa_4R_auth_0684,"dolle, bechtolt",,personne,,2,2,7,0.214066,0.230503,10.505171,6
aves_aa_4R_auth_0685,"helwig, sifrit",,personne,,2,2,7,0.214066,0.230503,10.505171,6
aves_aa_4R_auth_0686,"wolle, claus",,personne,,5,5,7,0.230302,0.254084,2172.390567,10
aves_aa_4R_auth_0687,"lot, peter",,personne,,2,2,7,0.214066,0.230503,10.505171,6
aves_aa_4R_auth_0688,"ehenheim, von, veltin",,personne,,2,2,7,0.214801,0.231116,9.10611,6
aves_aa_4R_auth_0689,"ziegler, claus",,personne,,2,2,7,0.214801,0.231116,9.10611,6
aves_aa_4R_auth_0690,"hennenberg, diebolt",,personne,,2,2,7,0.214801,0.231116,9.10611,6
aves_aa_4R_auth_0691,"schiesel, peter",,personne,,2,2,7,0.214801,0.231116,9.10611,6
aves_aa_4R_auth_0692,"herbst, johanns",,personne,,5,5,7,0.233048,0.256123,1999.417808,6
aves_aa_4R_auth_0693,"dalheim, von, johanns",,personne,,2,2,7,0.214801,0.231116,9.10611,6
aves_aa_4R_auth_0694,"klige, konrat",,personne,,2,2,7,0.214801,0.231116,9.10611,6
aves_aa_4R_auth_0695,"duntzenheim, konrat",,personne,,4,4,7,0.226795,0.248182,1267.383502,10
aves_aa_4R_auth_0696,"schlecht, johanns",,personne,,4,4,7,0.230302,0.25078,386.527955,10
aves_aa_4R_auth_0697,"brant, johanns, spirer",,personne,,2,2,7,0.215022,0.231369,16.064015,12
aves_aa_4R_auth_0698,"scholle, bernhart",,personne,,6,6,7,0.233744,0.258494,2770.017594,10
aves_aa_4R_auth_0699,"bintz, claus",,personne,1.0,4,4,7,0.215764,0.23394,1272.943503,11
aves_aa_4R_auth_0700,"schertzheim, johanns",,personne,,2,2,7,0.215022,0.231369,16.064015,12
aves_aa_4R_auth_0701,"illkirch, von, laurentz",,personne,,2,2,7,0.215022,0.231369,16.064015,12
aves_aa_4R_auth_0702,"ingolt, claus",,personne,,3,3,7,0.224194,0.24316,162.905122,12
aves_aa_4R_auth_0703,"schnell, peter",,personne,,2,2,8,0.205621,0.222648,10.593547,12
aves_aa_4R_auth_0704,"leitgast, johanns",,personne,,3,3,8,0.210535,0.230521,1085.379867,12
aves_aa_4R_auth_0705,"frankenheim, ludwig",,personne,,2,2,8,0.205621,0.222648,10.593547,12
aves_aa_4R_auth_0706,"scherer, bernhart",,personne,,4,4,7,0.219474,0.241051,332.307272,12
aves_aa_4R_auth_0707,"volmar, thoman",,personne,,2,2,7,0.213627,0.229965,14.476996,13
aves_aa_4R_auth_0708,"leitgast, claus",,personne,,1,1,8,0.202296,0.216439,0,12
aves_aa_4R_auth_0709,"volk, andres",,personne,,6,6,7,0.225487,0.250188,1196.202839,10
aves_aa_4R_auth_0710,"arge, heinrich",,personne,,9,9,7,0.235593,0.265568,2519.476474,12
aves_aa_4R_auth_0711,"gries, peter",,personne,,4,4,7,0.227207,0.248342,709.54963,10
aves_aa_4R_auth_0712,"dalheim, von, johanns",,personne,1.0,3,3,7,0.227455,0.244239,799.209541,13
aves_aa_4R_auth_0713,"armbruster, johanns, pfennigturm, vor dem",,personne,,3,3,7,0.223873,0.24268,86.833811,13
aves_aa_4R_auth_0714,"kannengiesser, ludwig",,personne,,2,2,7,0.216886,0.233002,11.362957,13
aves_aa_4R_auth_0715,"bisinger, heinrich",,personne,1.0,5,5,6,0.23357,0.255529,1866.467874,4
aves_aa_4R_auth_0716,"bitsch, konrat",,personne,,2,2,7,0.216886,0.233002,11.362957,13
aves_aa_4R_auth_0717,"schoffmeiger, claus",,personne,,2,2,7,0.216886,0.233002,11.362957,13
aves_aa_4R_auth_0718,"spitznagel, lienhart",,personne,,1,1,7,0.210677,0.224609,0,13
aves_aa_4R_auth_0719,"ammelung, jacob",,personne,,16,16,7,0.237652,0.279944,26890.307285,10
aves_aa_4R_auth_0720,"messner, adam",,personne,,8,8,7,0.230302,0.258228,4802.574299,10
aves_aa_4R_auth_0721,"bösch, claus",,personne,,4,4,7,0.219166,0.239917,171.059532,10
aves_aa_4R_auth_0722,"weipolt, adam",,personne,,2,2,7,0.216212,0.232096,10.97153,13
aves_aa_4R_auth_0723,"gisebrecht, jacob",,personne,,2,2,7,0.216212,0.232096,10.97153,13
aves_aa_4R_auth_0724,"habermüller, claus",,personne,,2,2,7,0.216212,0.232096,10.97153,13
aves_aa_4R_auth_0725,"seelig, andres",,personne,,8,8,8,0.219551,0.247905,1923.51749,10
aves_aa_4R_auth_0726,"kniebes, claus",,personne,,2,2,8,0.208709,0.225217,6.99409,10
aves_aa_4R_auth_0727,"weidlich, claus",,personne,,10,10,7,0.230048,0.261772,8363.0812,10
aves_aa_4R_auth_0728,"wirich, claus",,personne,,2,2,8,0.208709,0.225217,6.99409,10
aves_aa_4R_auth_0729,"molsheim, von, konrat",,personne,,2,2,8,0.208709,0.225217,6.99409,10
aves_aa_4R_auth_0730,"medinger, heinrich",,personne,,6,6,7,0.224435,0.249315,794.533595,10
aves_aa_4R_auth_0731,"odratzheim, von, johanns",,personne,,8,8,8,0.221494,0.250509,2113.851458,10
aves_aa_4R_auth_0732,"rohr, von, walther",,personne,,4,4,7,0.222202,0.24296,720.026213,10
aves_aa_4R_auth_0733,"brümath, von, marx",,personne,,2,2,7,0.217641,0.233594,18.893517,10
aves_aa_4R_auth_0734,"meiger, johanns",,personne,,8,8,7,0.228285,0.255084,1725.627525,10
aves_aa_4R_auth_0735,"hüss, johanns",,personne,,4,4,7,0.220713,0.241308,272.955431,10
aves_aa_4R_auth_0736,"schott, peter",,personne,,12,12,7,0.230642,0.264956,6223.610662,10
aves_aa_4R_auth_0737,"baltener, diebolt",,personne,,4,4,7,0.220869,0.241708,371.81467,10
aves_aa_4R_auth_0738,"olwisheim, von, peter",,personne,,2,2,8,0.206436,0.223639,72.723347,10
aves_aa_4R_auth_0739,"rastetten, von, marx",,personne,,2,2,7,0.217641,0.233594,18.893517,10
aves_aa_4R_auth_0740,"rotschilt, wilhelm",,personne,1.0,4,4,6,0.229963,0.247415,1139.189913,6
aves_aa_4R_auth_0741,"allewelt, bernhart",,personne,,1,1,7,0.211747,0.225401,0,10
aves_aa_4R_auth_0742,"lamprecht, jacob",,personne,,1,1,7,0.211747,0.225401,0,10
aves_aa_4R_auth_0743,"morsmünster, von, ulrich",,personne,,2,2,7,0.218248,0.2347,23.686985,10
aves_aa_4R_auth_0744,"olwisheim, von, peter",,personne,,2,2,7,0.214139,0.23093,35.598023,10
aves_aa_4R_auth_0745,"rörich, claus",,personne,,2,2,7,0.218248,0.2347,23.686985,10
aves_aa_4R_auth_0746,"riber, claus",,personne,,2,2,7,0.218248,0.2347,23.686985,10
aves_aa_4R_auth_0747,"ganther, johanns",,personne,,5,5,7,0.215541,0.238973,7918.225165,10
aves_aa_4R_auth_0748,"issenhausen, von, claus",,personne,,1,1,7,0.209478,0.223313,0,10
aves_aa_4R_auth_0749,"brant, johanns, spirer",,personne,,4,4,7,0.220947,0.241548,339.216272,10
aves_aa_4R_auth_0750,"stange, gilge",,personne,0.0,3,3,7,0.225568,0.24229,1189.052233,14
aves_aa_4R_auth_0751,"gosse, johanns",,personne,,2,2,7,0.217414,0.233394,26.362329,10
aves_aa_4R_auth_0752,"hage, jacob",,personne,,2,2,7,0.217414,0.233394,26.362329,10
aves_aa_4R_auth_0753,"ruhlmann, kühne",,personne,,2,2,7,0.217414,0.233394,26.362329,10
aves_aa_4R_auth_0754,"berse, von, johanns",,personne,,7,7,8,0.217414,0.245281,664.489344,10
aves_aa_4R_auth_0755,"kerling, marx",,personne,,13,13,7,0.228618,0.265296,10039.036772,10
aves_aa_4R_auth_0756,"bir, claus",,personne,,3,3,8,0.207256,0.226583,72.087483,10
aves_aa_4R_auth_0757,"hage, frantz",,personne,,4,4,8,0.208431,0.229688,184.819477,10
aves_aa_4R_auth_0758,"bitsch, von, konrat",,personne,,2,2,8,0.204746,0.221228,14.42393,10
aves_aa_4R_auth_0759,"ersam, andres",,personne,,4,4,8,0.211389,0.233251,294.831768,10
aves_aa_4R_auth_0760,"brachenheim, von, peter",,personne,,2,2,8,0.204746,0.221228,14.42393,10
aves_aa_4R_auth_0761,"bisinger, johanns",,personne,,2,2,8,0.204746,0.221228,14.42393,10
aves_aa_4R_auth_0762,"hegel, heinrich",,personne,,4,4,8,0.207463,0.228102,129.662579,10
aves_aa_4R_auth_0763,"sarburg, von, peter",,personne,,2,2,8,0.190179,0.208645,4.207518,10
aves_aa_4R_auth_0764,"bisinger, heinrich",,personne,,3,3,8,0.19146,0.212655,30.388774,10
aves_aa_4R_auth_0765,"bietenheim, sifrit",,personne,,6,6,8,0.197443,0.223417,248.632832,10
aves_aa_4R_auth_0766,"lehmann, martin",,personne,,2,2,8,0.190179,0.208645,4.207518,10
aves_aa_4R_auth_0767,"spiess, hilarius",,personne,,2,2,8,0.190179,0.208645,4.207518,10
aves_aa_4R_auth_0768,"ottemann, diebolt",,personne,,10,10,8,0.212034,0.246323,2490.417463,10
aves_aa_4R_auth_0769,"offenburg, bechtolt",,personne,,11,11,8,0.212972,0.249254,5482.789197,10
aves_aa_4R_auth_0770,"sanselmann, anthenie",,personne,,4,4,8,0.202624,0.224438,112.092093,10
aves_aa_4R_auth_0771,"säckingen, von, johanns",,personne,,4,4,8,0.20197,0.223598,87.309906,10
aves_aa_4R_auth_0772,"schedeler, johanns",,personne,,6,6,8,0.206572,0.233076,371.06109,10
aves_aa_4R_auth_0773,"trachenfeils, mattern",,personne,,10,10,8,0.21189,0.245923,2331.064782,10
